Trial,Mu_Option1,Mu_Option2,Mu_Option3,Reward_Option1,Reward_Option2,Reward_Option3
35,41.9643626268451,30.6926564566781,51.707046028718,33.6099006383616,27.8470764289045,48.0730730021407
36,43.3676711362708,31.3383650918473,51.6417535564529,45.8527854932932,39.8501467573975,57.6533145769692
37,43.652346333269,32.6803160081756,52.1749193460144,43.6884851379682,30.7839546499431,44.4402766453395
38,45.704662582278,33.9796853376001,52.5548401345938,45.735970340368,35.3764337929933,49.3965853168522
39,45.6602065350413,33.2713417353258,52.2160986823723,49.5047472234699,29.3968483812977,53.5235488877896
40,44.6298525646841,33.4319746783703,51.663336981414,44.4595550405386,29.7899937530633,55.3960310234795
41,44.2409994329407,32.7703077341826,50.317206454619,41.0854971417777,28.4325026041516,42.4720916642104
42,44.5896722090548,33.7649559160439,48.6583395373513,44.07120634307,37.3913740076582,50.9301600547727
43,44.8730138144576,34.1887114015797,47.8102879178156,49.6780727201871,31.2852766947828,45.23776753621
44,44.304472076618,33.8322158729758,46.8127269950049,40.4627237787759,35.3089676251991,39.2882872325799
45,44.3573272529436,31.2544566752251,48.8417245171959,43.0664352527181,38.4984168556033,50.6311650610636
46,44.1732009974372,31.046760496304,49.7232814124119,43.2423851722227,21.0574455787065,55.935884266064
47,44.1959554189182,32.3305185922011,50.7118006179126,45.0951091368007,35.1777097817079,39.2248041944633
48,46.7341617697949,33.6323134115866,50.7766378669639,45.2199131795237,37.1390321218173,52.286042943538
49,46.170287385006,34.6488530874339,51.3564911580392,57.77017897633,36.1680083067792,50.73771000037
50,46.4915931686526,36.2386029385762,51.6334862928784,46.4992304981566,36.7823985234317,54.2244212898355
51,45.714344757763,36.0490948626706,49.7026610171671,45.3898897712909,34.5204089067545,44.360064962896
52,44.4827248122374,36.0924538110411,48.6663991389408,41.3324519375923,30.0927248259903,50.094602149376
53,45.1246074718649,36.5194225656563,48.6167641850121,50.841137693007,27.3571273425706,50.2159873383741
54,44.7398168296615,37.2288598633302,49.3806908887336,44.7356129201282,41.4879279574737,51.3342055415766
55,44.7632721392961,37.2910213325011,48.8308093254524,41.1780643116942,32.2611708730485,47.885994688442
56,45.7542046379622,36.7671360235961,49.1862852873611,44.8416219046376,36.3473816188762,48.422094527613
57,45.8937279587856,36.5236616086005,46.8299727947842,42.7381806029029,35.6431427154864,39.6498412175248
58,46.3736557983595,37.0518350009812,46.8135438436902,42.452908545496,36.2231575532517,53.7049446928968
59,49.1181377722386,35.1113655069701,47.0593878264729,41.7884109519402,31.5422396492531,51.4715704347907
60,49.550589448653,34.4022151441033,48.2672817581866,52.6939777610142,33.7128651993572,58.8115136596328
61,50.1948392305454,34.5854959775813,47.5365106520738,53.1110867741377,34.9506952482902,42.3701955008036
62,50.7892734558276,35.815815533426,45.7506084638194,51.1454693181042,32.9990521392818,49.9182956347803
63,51.1330748831158,35.2854321051661,45.7412144152525,50.4923949788624,45.3528289802296,38.4799318174288
64,52.3944555657207,33.7887407560357,45.4944916491182,48.5979102058873,36.9625034177794,48.5521321395655
65,51.6937755512205,34.9358163924759,45.8184311598442,52.6890504078302,37.8604428665141,37.2093619432227
66,53.1569123308173,34.728143612101,45.8436158417793,61.8895256713293,39.526030260587,41.603810566429
67,53.4530706908059,36.0098172095308,45.7475374707062,55.2609965054629,38.8342708805466,47.4175755951999
68,54.573626964443,36.8731951580581,44.7338840513355,56.1765802627668,32.2374875565161,49.8864215692348
69,55.5592641262959,36.2540652340427,44.5218637321035,62.5658491809204,44.3967890059217,44.4785288184069
70,57.7323824053669,35.5001629736129,43.3078651404161,56.9520228357962,39.8078633160966,43.1235933613781
71,57.7657795903183,36.1512769791969,43.4549419326479,59.6434201564417,30.4940245639449,44.8015507292134
72,58.1307100445902,33.8672915551542,42.681756428908,57.628561478953,39.6455632259311,40.7452905213719
73,58.3376810349589,34.5570927805401,41.9864084568812,58.264658466614,34.361511360473,41.1641757182734
74,56.3410986947384,35.5087467497317,41.1332806903445,58.4594971557093,25.4294576552432,34.4347616276497
75,55.2328350405852,38.2019843568099,41.3228861578486,51.529601416024,33.702004489361,43.2522260341642
76,53.7704348855106,40.2316210885156,42.5260536494501,49.8791056302861,42.6029761544408,37.5119719537304
77,53.3613061752577,40.1858611762712,41.3895965234297,54.076359807136,43.776697489861,42.0289381739056
78,53.1765331975366,39.8911593790927,41.9833038211299,54.4829954916331,50.4994692059706,42.6641682686818
79,54.0502767291915,40.6020543033355,41.8499913356081,58.70817097619,37.1118995747627,35.5515100378801
80,52.6056583786314,40.583840370658,40.9972111433274,55.1596458969886,39.31969798305,38.6975524117394
81,54.3472422966599,40.8219169956743,40.3604106073913,44.2068081664203,40.7459282620889,48.0159491346688
82,51.3790059072611,41.5015536787162,40.9154254974045,45.3634705991087,34.9467196150974,39.0865602412514
83,49.4452167787087,41.6459135762893,40.9714640478709,54.4807655930575,38.4644479445764,32.050768350138
84,49.0504501875187,40.7616752431147,41.6489722234693,48.7934696949458,30.110040526617,37.2080678635491
85,49.4182564914166,41.2718679195621,41.5758533879019,46.3696058723379,42.6046168200394,37.3875167947931
86,48.2373332214434,40.8727469932775,42.2212137402321,53.9348795645454,40.9791499895168,40.7502728406051
87,46.7087707529901,39.6506795214447,42.9574526230668,52.6581278346531,34.8734093920568,41.331678050767
88,47.1132257581945,39.1172647478745,43.4966212127881,55.3248271795021,37.3895822458094,32.9087976310925
89,46.5388580128605,39.2831198304707,42.9028707826489,39.6850794534768,42.9146503041921,42.0324301742791
90,47.8357404110787,39.3996517085891,42.9208266326802,44.8722920966548,44.0669203998094,41.9537241449159
91,47.6635874085689,38.368446838238,42.5345102536107,43.6325601741554,37.3603148623068,47.4911123595598
92,46.2880814760281,39.7454986076829,43.0793165830997,45.0681733668818,49.4467206591753,43.2275422287646
93,43.7256859556148,40.0478891895763,44.0774633755928,46.7577383517207,32.86162023848,45.9349113312973
94,43.7952181619774,41.378651167244,42.3385232673345,44.9272809476941,39.705196921483,48.9135147457424
95,43.1378359431626,42.2714987527064,44.7646410471229,48.5922907568768,55.0553086120449,43.4486245295926
96,43.6392332451129,42.937498437278,44.8850135007978,42.5347034053103,41.2621156249498,45.849803753658
97,44.4122307772411,44.7553831666937,45.7522687559699,38.6366992612953,41.0938654034935,41.7560176872161
98,43.7465465855473,44.0743670192658,46.2970066709022,33.4980530633557,48.9437733513797,45.1745676841647
99,42.3062621594566,44.276639370482,45.589913135667,48.6270560834034,39.8849654407458,40.0338293574337
100,42.9722989690848,43.9288478360444,44.5360551807925,45.0637592100555,44.3659971642341,43.1430284019656
101,42.450062899832,45.1676409580489,45.2370332536233,41.5171249564529,47.4586033372905,45.8855141554382
102,42.4430129270973,45.7030490165702,44.5714212929535,39.0524477358656,43.0812823581758,41.8693695905833
103,42.1566303969595,45.6885877092209,44.9435680836575,54.8134355806564,39.8358452154083,45.1584359823509
104,43.2687825375357,43.7287883617392,43.2565851105534,36.9129517695755,42.3402047165143,42.9691711323508
105,44.2189038887409,44.5640602212808,43.5972807359204,32.6588045923041,35.3111519568299,47.9203104801532
106,45.5124162805747,44.5968587567263,43.6839949948873,49.2725342197542,42.787541262913,55.6511586411302
107,45.1215374535603,44.6854745898213,41.5382493645171,39.2262575988288,45.3325868932973,33.3684479543528
108,46.5073609700284,42.7753348342527,41.5961526775902,54.2130012732702,39.6036477991294,38.8458418591592
109,45.7756846195436,43.0523076555121,40.8939673552404,46.524711521225,41.8869356813269,38.6756035708439
110,43.9337727548289,43.5874856844957,40.8913580175951,48.5417905694602,48.6358349164052,43.2847683035963
111,45.1959399059214,43.3876320181746,42.3776986168526,51.0481070746239,31.2325768453738,45.1246091335562
112,45.5865441763196,42.6090637587418,41.9644380000965,46.6856130916923,39.8696522973954,40.3509754075946
113,44.9075475990601,42.7905231570845,41.6752321125223,49.3924097997473,42.0110905809785,45.9127437389493
114,44.0129180016492,42.2411198944788,43.7824594955737,44.7303696770782,46.8628713500164,40.8637698974622
115,44.3839376266772,42.1133343060755,44.8919934867905,40.3002207907478,40.5845598112813,54.0966833155768
116,42.038224905039,43.0404891741804,43.3627189842826,36.340513463276,37.037093168735,41.4827181700285
117,42.5622994095934,41.6299767797796,43.1906759215935,36.7243075841466,45.6471746845055,48.8602439680584
118,40.9641346550789,40.5772375669982,42.5433586994263,41.4190485202108,46.9490903987707,42.5729863397885
119,41.1860914953653,41.6914196061406,42.8309121724905,43.2764191506603,49.1739611517434,46.7513055225919
120,41.035500364144,41.9750782171317,44.6078312128546,38.1518939409439,39.5240937865887,45.8670326286983
121,40.9994696706231,42.5609084621485,44.0952026929023,37.5981863293406,40.5085181956381,35.8186906725031
122,41.8263647157488,42.0153251420078,45.3877267405763,48.2771001531794,44.2562330259272,53.1233015119097
123,41.7190513281898,40.9878594630614,44.2736095218098,41.0306864460023,33.7880530911794,45.3603173289144
124,39.8427258732411,40.0844393526583,45.2019866998623,39.1037423526778,40.1928696811979,50.2151960438883
125,38.6010920493532,40.7099647183912,44.5323823629527,37.5821491337444,36.9413013697325,40.1491130673905
126,37.8320055236721,41.4811398338342,43.7908262596168,35.6937071833178,41.5270544840927,41.1859475240696
127,35.8911344136894,43.1566192514546,44.8013858789863,25.7791729458617,43.2611287527606,48.8306415338098
128,36.320148001982,44.2401180392016,45.6498694228396,29.7780638160747,44.2824985762494,41.1038516694791
129,36.1760547158051,43.9848151795098,43.9921866167903,34.3166672088842,48.9955499865642,42.4650956031658
130,36.357942612021,45.2263729095615,44.1940090996445,42.5023968734838,50.1547755488774,52.3620106461092
131,37.4207018867081,45.9291827157074,45.3108693103727,41.9276572097068,37.6342129449478,44.7129742368207
132,39.1540081070751,47.0386862807942,43.5287145727497,41.3635734030997,39.5979696540164,43.5371820904277
133,38.7326894749017,47.3429150201214,41.7052745461093,36.699683764387,45.0649276287816,34.7344275081156
134,39.6420434785088,48.7068194076313,40.3240035807504,41.14046285196,47.7471583249486,38.7749951677882
135,40.3103425990684,49.7130736090646,41.529585373302,35.5383987482582,54.9196220370399,39.3664648485574
136,41.0167051011968,49.2539257407593,40.2656239983476,38.3249701210686,55.0864324536275,41.0813658551932
137,42.4575866369306,50.2316765903387,42.8350814843704,44.0437073405205,53.7714868272709,38.5780945321884
138,42.0603955215945,52.4187224752581,44.2389850863397,37.6070293116514,56.063942478357,47.7334478857268
139,42.5489959699955,52.8372988557797,44.776598324083,52.135504088211,45.9150161760313,47.5344552237852
140,42.550473087739,54.4902202622605,44.6739676712817,34.4840743730222,54.4459839450506,49.1001156578618
141,42.4941317905793,54.672513354354,45.9136994568194,39.719780162747,53.9848341539325,52.1079771047014
142,41.916419056457,51.8711009720602,45.4906823431703,46.0227476371837,52.6618699953754,37.5423969785812
143,41.6779940701475,51.8117741505552,44.8682584571392,43.70547465699,56.4800488627741,52.4318741742684
144,41.9564741064426,52.6875525250882,46.4838783592519,39.6608253668368,53.6794279880625,46.8173346832779
145,42.6182219275895,51.7464119821421,45.0951624087287,46.321626758139,57.7363009323131,42.1444353704275
146,43.0041779450332,50.9370347309263,46.6211174442462,47.75113033865,49.6676564420316,42.4956833759649
147,43.4325494716082,50.5979613744322,48.338998452267,40.4728973250047,57.3899117888789,45.416358001566
148,44.0026542258744,49.8715402778814,47.2587240083805,41.8189620332112,50.9852686692367,48.4557050043561
149,44.1355849058945,50.2352230473027,46.7263438249896,48.0028385902251,48.7140364694672,41.6988505809397
150,42.8436593902986,48.4530099051752,46.5565204107638,46.0380146058895,54.7020849979099,44.194520657255
151,42.8500695526356,48.643187362194,46.4991902890815,45.9703714437888,48.8821844720415,45.8618446007835
152,43.3057218347483,47.5259507740356,45.3770529053022,49.9692056686441,57.3000087183884,39.8271569810935
153,44.5986979044498,45.3199992815409,46.0767112021589,49.5556220425735,43.3299731519244,40.6520790257772
154,43.7206946486336,46.7973137154094,44.2397417510125,41.354246445318,41.6382714101179,48.5457697891478
155,44.3829279959981,45.7351027540568,44.6430958093019,44.2047668399117,45.7646097716072,37.7879890879419
156,44.4715774983276,43.2901249893671,45.1689318187746,54.9707772408601,44.780856982543,48.4844101239865
157,44.5766920778798,45.8895826989446,44.6002365853944,44.194693862976,51.7041114205755,49.7701798236734
158,44.4366862287588,46.1114677405327,44.0635641980141,39.8818456321775,50.1106410961079,48.5921664318666
159,45.0425489476045,48.8339370955051,44.36050932535,47.4775222068564,55.5560868826461,44.0213538246324
160,46.0869209455529,47.5620923259317,43.2347732191554,50.2767790095187,44.5023598755583,37.4843060292872
161,46.4976011373015,46.3056543027324,42.6079419967167,41.2687962467305,47.0516608963521,52.4153281622131
162,45.4770091597855,46.2158348935469,42.978183384531,43.5914985733099,48.5591986263549,46.90201222408
163,48.1194518358034,48.371800428126,43.8179286102966,47.3738601070214,54.8914652918922,40.239127914117
164,48.6010665131688,48.9922338659036,45.1243726257596,41.9928904637865,49.7361914108696,51.7577398488339
165,47.9514324767667,49.6682157434497,46.8754272296451,47.6779007863175,49.4558073186748,48.0820247694801
166,45.774027733299,51.5909574859004,45.4542938520636,37.04384321806,53.3290204282427,47.6523081922015
167,45.2680952936289,52.9523309762266,43.8121016211328,49.1856446362278,54.7435387074864,48.5760450776709
168,45.1069287071962,52.4318402043356,45.0468010503338,41.2662325818136,49.606480071103,39.15801849604
169,45.6034463118993,53.429617106599,42.2876764206607,44.414590424241,54.1521020616857,44.5685919575217
170,45.7810739601206,53.1687959628565,43.6693733076573,51.3150429299387,54.9203861768091,43.8834518180246
171,45.8227756894095,52.2355613038445,43.4496041599386,49.1277975857943,48.3647905994281,43.8525873260445
172,45.9904434937776,51.6208536731158,42.8880002924872,44.5721956842776,55.1406066556724,46.1773422364073
173,47.5988965524178,51.0690067884589,42.4313275216947,42.4176320334972,47.5972389176523,39.9942490076426
174,47.9736988686202,49.5616080412207,42.1508241966253,48.4133344574136,49.7419073305366,48.2877718717441
175,47.9089655843926,51.8810017946477,43.230915462832,49.6478930076793,57.441850145556,32.5485200432582
176,49.06350855246,50.7158356644271,44.1520226070682,56.5990100939549,42.9881834617958,37.9278160477569
177,48.4128048552744,50.9770986379211,45.249013142694,49.9438907766689,54.9216215517009,50.976916269091
178,48.3407156522285,51.3666801180242,44.7264464054386,42.647584274062,55.3630817947933,45.5703989299227
179,45.9846809617058,52.7660139536101,43.976507214668,43.0887463822635,56.2341425259605,39.2251543976012
180,47.2211674539202,50.2165750864238,43.3372365473075,47.8223382206578,39.6334989227877,50.4503847414061
181,46.74658095684,49.9708865337643,42.739618282598,46.9025680742594,43.2155740436314,42.5109643658078
182,46.2235385713107,51.7092874188135,41.8969896032444,36.6422436942221,42.339204731422,40.5612014210672
183,45.9527237984843,51.0965789709907,41.7445304282701,53.9455862885335,46.9502291883264,44.8378663587056
184,43.4391330005277,51.5994868589702,40.6377084317835,49.5259492360321,51.2762537515012,37.6305924999068
185,42.6954861730662,52.0356232865769,42.0089402889354,39.6575582263949,57.8612452181655,31.9561385870662
186,42.8907346456653,52.0693879083044,42.8691338187938,41.6973854944436,52.3493868633915,36.6561360764642
187,43.1680120302059,52.8713276116367,43.5043679472963,42.3377608147513,43.420875956063,45.7736314063787
188,42.835100783685,55.5570760692476,43.479502498703,43.589485253718,58.0788384511104,55.0320987059116
189,44.0417677054537,56.6273910991243,41.8164597872516,50.3690262945261,58.0231294103384,43.9402084411141
190,43.8482884144248,55.6108402657919,42.0915184603563,49.3296576112723,52.2478770384918,43.7608596720585
191,43.3306459462456,56.0949818442148,43.3425930594468,42.5961547322148,55.542435043033,38.6243749426514
192,43.8574389975371,56.4906573597053,44.112460552248,50.5999903113113,65.6192403089199,45.7388599153129
193,43.5952312216684,56.2917537975461,43.4240941297463,53.1288986604543,62.6346341946561,39.9307784750822
194,42.598370766431,55.0765696528794,42.5916599622004,43.0782454211877,55.0789254789201,45.0612780776363
195,42.7927052370951,53.4640062610103,40.8185724137962,48.6724283402193,57.860444648889,38.8094069804878
196,43.3637928799874,54.3113510065428,40.4347453836869,52.123393326296,56.432635365543,40.0700455338719
197,44.606878697575,52.9230038885604,40.7532854441933,49.4713253139189,56.6872984116032,38.9724866393637
198,44.6629187205188,53.7703711392854,42.4897255993164,42.3001328093297,52.7909813396457,39.8134938620182
199,44.2884602199474,54.6543605886304,42.3571500161319,55.6932259992613,53.3111392024726,37.4010403128734
200,43.2440385928954,54.2605202557934,41.4123396591528,38.8492059447421,51.4329357267265,41.2276663447471
201,42.3480453030087,53.4925742802085,41.3152278284129,38.2947914252041,50.4815605164613,36.5070433500431
202,43.4553420883427,52.5268014897942,40.0700878982369,47.6320410665105,51.2496823930671,45.5044423501003
203,43.4483760325802,52.0924626194739,39.2787175222227,41.3080459464976,50.5169540768341,34.7828349153611
204,44.0740338635714,52.1034553283643,41.2308055344986,53.081857523636,50.6259808097589,38.6242994958401
205,43.3904448262901,51.7467326704342,40.411685633276,48.0049282484065,49.6232202731103,33.4510085164948
206,44.068756689504,53.7613992319433,41.8749500357346,44.4741975679846,54.6785160563186,43.4119251602584
207,43.4707985456404,54.9992050352973,42.8017090472234,33.6435227197942,57.6106756548142,45.2468795980555
208,42.7370391438013,56.9502884674303,44.8540661367664,39.179722323532,54.6666987708457,50.7886634622064
209,43.0898311982833,55.0487073824937,45.3980862871783,39.7289210828634,46.2433462057256,42.9986650408662
210,44.2276720978763,56.2345942224698,45.6735124805504,37.7932937596875,55.6629223037338,45.329292943823
211,45.1456457752252,57.2139134750889,47.0554334584057,44.0128236265348,58.5253458912995,47.6074383955082
212,45.9662814668958,57.0020581822556,47.1788217527654,44.4050961473484,54.1392406699692,51.0935709665376
213,45.4342315294008,56.1753128172164,47.2442080369059,42.7312578855648,61.1252436660815,46.7820602793445
214,47.0449014672273,55.5897011728432,48.3608638988788,43.2146694030341,53.140693397793,53.398175664922
215,46.4739480057107,53.9204458755238,50.0561083429667,43.3301171016819,47.9689197098945,46.6197865954238
216,47.7361428688435,54.3729046905255,49.1946349926017,43.4236346700627,52.636813328121,52.8611262184286
217,48.7133895006883,54.5927600611664,49.6657813746563,50.6048948510692,55.9747133408857,51.6265057619005
218,48.7163367273853,53.8015993119324,51.2898552024655,49.934816351845,48.9929202465275,56.9295831065906
219,48.8359474715334,54.1343984876493,51.909153504542,54.2263438031997,47.8683507273174,45.0920785188269
220,48.9000262105111,55.5811684280683,51.8039581042392,43.5185058176376,59.4240759738965,51.0371147786943
221,50.2997168151293,54.1720099204043,50.5046760899419,51.8324848614769,52.7658772838722,50.3262782799911
222,51.3541691167266,55.4543482715366,51.8569210042777,46.5854959444061,49.6693629852831,54.3728207027428
223,50.157036135353,56.3501364147011,50.7447385755594,49.8494174562144,49.0011839260763,53.7885403825074
224,49.2807271388122,55.4380506688559,50.6987559965411,44.0747448557234,50.8264189085311,58.111886748236
225,50.1267942026747,54.2449239307988,51.427774186895,35.8109520239789,59.4747788772999,46.5000134355205
226,51.4750453473605,56.084587804099,50.6484533038205,55.5593430766901,58.6265786339943,54.1981385009202
227,50.4694691353026,56.5203075202444,50.9737854621685,48.2551093139005,53.089766405125,54.9555724367512
228,49.8454055193378,53.7294357045548,48.7381367510305,50.0826908002397,51.029380570139,50.9668145094148
229,49.642379224487,54.4576489692582,48.1941998387516,52.8842112157171,53.6031399263399,43.9654964318705
230,48.8625810721919,53.220865528041,49.0775573856803,59.801495115992,48.7253110554684,51.7315405506353
231,48.2805012348712,51.4748757139391,50.7602942431692,42.1911365993731,54.5745250615924,51.9414899191139
232,49.5158143486038,51.1820559604756,51.3816473586734,45.104754014935,48.3518624617316,55.7635737612588
233,48.5694666355338,50.4959528692936,51.5881498590959,47.6961277871352,52.2709836245542,50.9226865751433
234,48.071874783038,50.4889270026418,53.1401986766972,48.3866615608024,40.9815357076495,55.3930708142052
235,47.5336619350864,51.3408216934902,52.9133596617222,45.2940633121084,53.0392553041944,48.7353821684975
236,49.5299438887026,50.9374321299387,52.5178246302602,41.83556599826,58.8784528023307,53.2683372724611
237,49.9567227379833,51.7031250227706,51.3729392217132,51.5361222144818,55.3754566163048,56.6276359393878
238,49.7285557111455,52.4098663336348,49.6501737442117,53.8062658588652,53.7834668082873,54.9880283970474
239,48.0273174756443,52.3327905235295,50.0793237623888,44.8156259469679,56.1181898156454,51.2291430615685
240,49.7683219796656,52.5690069409079,51.3544243822463,49.1804091782239,43.7110018906196,54.8575544503605
241,49.2876867964643,53.2382472149745,50.6861602127338,46.5152545469185,52.5427203581365,58.4536348062413
242,51.2789338406564,53.1045828827983,51.1948192646774,48.9625271476428,52.4616070101627,52.2914609790869
243,52.9648711942067,51.6696635776047,49.6762691133774,50.6861570522432,45.4838901494506,54.5808344510523
244,53.4406825952374,51.7683977651328,50.6243051129073,57.7326084712724,52.4393154182395,55.9828051843309
245,54.3014238274618,51.2326239387732,48.4201852471844,59.5811757212357,56.3223454479015,50.2145683915175
246,55.271199275314,52.4114428105229,48.5825302192784,53.0338461448989,52.8919294046863,49.5940243917151
247,55.0180237702706,53.7246300498642,48.4565504256927,56.4346121329648,47.0622683977178,43.3850404271291
248,56.1615202686166,52.763080692207,47.5821223017568,55.382406571394,48.0272732799675,43.5181023539169
249,57.4870274919517,53.1096902839542,49.2893403425075,55.1706537549525,52.1011864564528,54.7097936335157
250,57.5590108513581,53.0623980797288,49.2848499582755,58.9138088968047,45.5961648156061,46.6305260357453
251,57.3780088879326,54.4646350360907,49.0327037667354,53.7108752459403,58.8619199409005,50.6968989778617
252,57.0288195704142,54.2057134493213,49.9111278442925,54.879432715737,52.271494750985,49.5275482640108
253,57.0016759068457,55.4879919860318,51.5417757733174,51.795661827257,62.4512809642056,59.726913234867
254,56.9770427237157,56.0174588925958,50.0624484397773,50.9919564107985,53.6971264741221,48.7863928050142
255,57.0247878955234,54.5596447561561,51.1304365277729,52.846683186367,50.9477677111858,57.9355060911113
256,58.4778833911899,54.6608718324824,51.2018701760432,58.72504447162,47.4235267978257,50.1925688182481
257,58.6795103644192,55.4859934000524,50.9100911435712,57.6855144419216,58.7038212239737,49.6340094547366
258,59.1911754817035,56.0652842868947,52.7906157657494,61.7666717888013,55.7516904350488,52.9509547058117
259,60.1820630144115,56.6038493534424,55.1079005510013,57.8122234453236,60.2443618216776,58.4798394686881
260,61.2207188961208,56.2108518910727,54.0644362884581,63.2187583453724,52.1037703448892,60.3662087771775
261,61.7044775280583,55.9325714014499,53.7577203949567,71.0711489071427,58.3892473037409,56.7198885753776
262,61.2675949217398,56.2111793112645,54.8071736461738,66.3438662525734,49.5239177479608,65.4998148952318
263,60.0046967237988,57.0669325152366,54.2267727833092,62.0639449593363,56.08868308983,62.8525887970774
264,59.3677248999025,56.9201468394101,53.7464607120916,64.3187174260477,53.688151270211,50.6304506149732
265,58.7004599269726,55.1217949802415,53.8614184933406,52.8053176295942,47.6084669809293,54.2439354285261
266,59.5024165843243,54.2766771367344,52.9414308971502,69.369640874076,50.5051310388535,45.0045495474396
267,60.7064154778163,54.1082327498157,54.0465933022063,55.0274521989645,55.5770115672565,52.6047532574143
268,59.6917436287833,52.7312205830885,52.5778764806701,62.0453141822725,53.4386805395302,45.9606670231935
269,60.0514828255985,51.7915577272941,51.356848101486,61.8613118776726,60.0825749263152,50.2562998139375
270,60.400116665406,52.0240471218337,50.4626700640809,61.8312802723833,53.7264289553394,51.2520186074043
271,60.9166001463838,51.9575042335803,51.0168033316849,63.7701227539123,44.4117751671353,40.8727837937047
272,58.8175715982941,52.1609297469777,52.9567063663749,54.2739315062221,55.1503200232999,49.504597949934
273,59.2311269931167,51.66536090946,51.2631842325963,54.4071671823318,47.6992569625083,44.8063310830819
274,60.4048261579729,51.7132632005956,52.8050379504353,66.0520388941386,48.7217235777154,61.8904624015494
275,60.4528482663076,51.1965078207645,53.5918947018121,59.8818892181452,54.2300489526142,54.9968454651238
276,62.8654571263915,50.4040302043468,52.7812763835763,57.6987278981553,41.9218314808714,56.7801811028908
277,64.7320638110881,48.5808026826218,53.4784876390917,67.9196517131062,54.678373143362,63.0619577843944
278,65.8426922296833,49.3007283058658,51.3461001440289,65.1024915246835,45.4764992489894,53.903892038234
279,65.4669555551285,50.9425385449423,53.25391929378,71.1169928587082,49.9789847923462,54.8269224016029
280,63.4770415243186,51.4662178828973,52.2373653042838,62.1488748910438,52.8104337855789,59.7149558141174
281,62.8426336715701,51.1775846539114,50.9750942254604,59.3413566362159,51.0756810069011,50.396983064477
